getpwuid_r did not find a match for uid 501
Filtering the log data using "process == "FloppyTurd""
Timestamp                       Thread     Type        Activity             PID    TTL  
2025-07-06 21:09:08.690665-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] Registering for test daemon availability notify post.
2025-07-06 21:09:08.690749-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2025-07-06 21:09:08.690807-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2025-07-06 21:09:08.690875-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2025-07-06 21:09:08.691010-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Selected display: name=LCD (PurpleMain), id=1
2025-07-06 21:09:08.693201-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 5; deactivation reasons: 1024 -> 1056; animating application lifecycle event: 1
2025-07-06 21:09:08.693382-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.693443-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 1 -> 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.694384-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.694718-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:HomeAffordanceObservation] Initializing: <_UIHomeAffordanceSceneNotifier: 0x60000290e1b0>; with scene: <UIWindowScene: 0x103a07f90>
2025-07-06 21:09:08.694787-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (BacklightServices) [com.apple.BacklightServices:scenes] 0x600000c05320 setDelegate:<0x600000c04d80 _UIBacklightEnvironment> hasDelegate:YES for environment:sceneID:com.floppyturd.game-default
2025-07-06 21:09:08.695117-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.695161-0500 0x56e97b   Default     0x0                  81994  1    FloppyTurd: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x600002920150] Initialized with scene: <UIWindowScene: 0x103a07f90>; behavior: <_UIEventDeferringBehavior_iOS: 0x600000206300>; systemShellManagesKeyboardFocus: 1
2025-07-06 21:09:08.695649-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (libxpc.dylib) [com.apple.xpc:connection] [0x103805df0] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-07-06 21:09:08.696519-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x60000210e850; process scope; status: target> was:none
2025-07-06 21:09:08.696553-0500 0x56e97b   Default     0x0                  81994  1    FloppyTurd: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to LastOneWins
2025-07-06 21:09:08.696574-0500 0x56e97b   Default     0x0                  81994  1    FloppyTurd: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene target of keyboard event deferring environment did change: 1; scene: UIWindowScene: 0x103a07f90; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.floppyturd.game-default
2025-07-06 21:09:08.696603-0500 0x56e97b   Default     0x0                  81994  1    FloppyTurd: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x600002920150] Scene target of event deferring environments did update: scene: 0x103a07f90; current systemShellManagesKeyboardFocus: 1; systemShellManagesKeyboardFocusForScene: 1; eligibleForRecordRemoval: 1;
2025-07-06 21:09:08.696621-0500 0x56e97b   Default     0x0                  81994  1    FloppyTurd: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene became target of keyboard event deferring environment: UIWindowScene: 0x103a07f90; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.floppyturd.game-default
2025-07-06 21:09:08.696639-0500 0x56e97b   Default     0x0                  81994  1    FloppyTurd: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to SystemShellManaged
2025-07-06 21:09:08.696685-0500 0x56e97b   Default     0x0                  81994  1    FloppyTurd: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 0; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x103a07f90; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x0; reason: UIWindowScene: 0x103a07f90: Window scene became target of keyboard environment
2025-07-06 21:09:08.697346-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.697726-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.698162-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.699054-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x103a07f90> (179BBAD8-F58B-4316-97CD-97D274D28F04)
2025-07-06 21:09:08.700881-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.floppyturd.game-default  persistentID: 179BBAD8-F58B-4316-97CD-97D274D28F04
2025-07-06 21:09:08.701045-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:Application] Ignoring already applied deactivation reason: 5; deactivation reasons: 1056
2025-07-06 21:09:08.701244-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 11; deactivation reasons: 1056 -> 3104; animating application lifecycle event: 1
2025-07-06 21:09:08.701789-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (libxpc.dylib) [com.apple.xpc:connection] [0x103907b20] activating connection: mach=true listener=false peer=false name=com.apple.UIKit.KeyboardManagement.hosted
2025-07-06 21:09:08.702153-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (UIKitCore) [com.apple.UIKit:ViewServices] Launching as view service: NO
2025-07-06 21:09:08.702672-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.702712-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] AppDelegate didFinishLaunchingWithOptions STARTING
2025-07-06 21:09:08.702750-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.704543-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Created window with frame: {{0, 0}, {393, 852}}
2025-07-06 21:09:08.704588-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Creating GameViewController
2025-07-06 21:09:08.704719-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Created GameViewController: <GameViewController: 0x105014a00>
2025-07-06 21:09:08.706783-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Set root view controller
2025-07-06 21:09:08.716623-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (libxpc.dylib) [com.apple.xpc:connection] [0x103b09330] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2025-07-06 21:09:08.718104-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (libxpc.dylib) [com.apple.xpc:connection] [0x103b09440] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2025-07-06 21:09:08.718338-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: (libxpc.dylib) [com.apple.xpc:connection] [0x103b09550] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2025-07-06 21:09:08.719926-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.719983-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] GameViewController viewDidLoad STARTING on thread: <_NSMainThread: 0x600001700080>{number = 1, name = main}
2025-07-06 21:09:08.720032-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [ACCESS] Step 1: Checking initial game instance before any initialization on thread: <_NSMainThread: 0x600001700080>{number = 1, name = main}
2025-07-06 21:09:08.720221-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [ACCESS] GetGameInstance() called from thread: <_NSMainThread: 0x600001700080>{number = 1, name = main}, returning: 0x0
2025-07-06 21:09:08.720253-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [ACCESS] Step 1: GetGameInstance() called before initialization, returning: 0x0 on thread: <_NSMainThread: 0x600001700080>{number = 1, name = main}
2025-07-06 21:09:08.720289-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Set up touch handling
2025-07-06 21:09:08.720316-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Initializing PlatformLayer with MTKView: 0x103a0b870
2025-07-06 21:09:08.720498-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] PlatformLayer constructor starting
2025-07-06 21:09:08.720533-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] PlatformLayer: Metal device created: 0x103a0cf70
2025-07-06 21:09:08.720846-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] PlatformLayer: Command queue created: 0x103a0d850
2025-07-06 21:09:08.720875-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] PlatformLayer constructor completed
2025-07-06 21:09:08.720898-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.720924-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] PlatformLayer::Initialize(void* nativeView) STARTING
2025-07-06 21:09:08.720948-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] nativeView=0x103a0b870
2025-07-06 21:09:08.720974-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.721001-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Got MTKView: 0x103a0b870
2025-07-06 21:09:08.721034-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Setting up MTKView properties
2025-07-06 21:09:08.721085-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] MTKView device: 0x103a0cf70
2025-07-06 21:09:08.721159-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Creating PlatformLayerDelegate
2025-07-06 21:09:08.721200-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] PlatformLayerDelegate initWithView called
2025-07-06 21:09:08.721231-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] Metal device: available
2025-07-06 21:09:08.721993-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INFO] MetalFrameResources initialized with 3 frames in flight
2025-07-06 21:09:08.727484-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INFO] Mobile GPU settings updated - MaxDrawCalls: 200, MaxTextures: 100, Mipmaps: NO
2025-07-06 21:09:08.727521-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INFO] Optimized for device: Apple iOS simulator GPU (Modern GPU: NO)
2025-07-06 21:09:08.727548-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: MetalRenderer initialized successfully
2025-07-06 21:09:08.727583-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] Setting up MTKView properties
2025-07-06 21:09:08.727622-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] MetalRenderer setup complete
2025-07-06 21:09:08.727651-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] PlatformLayerDelegate initialization complete
2025-07-06 21:09:08.727678-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] PlatformLayerDelegate created: 0x6000021037f0
2025-07-06 21:09:08.727709-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.727742-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] PlatformLayer::Initialize(void* nativeView) COMPLETED
2025-07-06 21:09:08.727768-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] m_View=0x103a0b870, m_Delegate=0x6000021037f0
2025-07-06 21:09:08.727793-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.727814-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] PlatformLayer initialized successfully
2025-07-06 21:09:08.728290-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] UIManager initialized with safe area: 393x852
2025-07-06 21:09:08.728334-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Step 2: Starting synchronous game initialization on main thread: <_NSMainThread: 0x600001700080>{number = 1, name = main}
2025-07-06 21:09:08.728365-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.728390-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] game_main() STARTING (iOS version)
2025-07-06 21:09:08.728422-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] argc=0
2025-07-06 21:09:08.728447-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] ========================================
2025-07-06 21:09:08.728475-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Skipping working directory setup for iOS
2025-07-06 21:09:08.728502-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Seeded random number generator
2025-07-06 21:09:08.728554-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] PlatformLayer already initialized by GameViewController
2025-07-06 21:09:08.728578-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] About to create Game instance and set it.
2025-07-06 21:09:08.728606-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Creating Game instance...
2025-07-06 21:09:08.728871-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Game instance created successfully: 0x600003b04380
2025-07-06 21:09:08.728902-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [ACCESS] SetGameInstance() called from thread: <_NSMainThread: 0x600001700080>{number = 1, name = main}, with instance: 0x600003b04380
2025-07-06 21:09:08.728933-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Game instance created and set: 0x600003b04380
2025-07-06 21:09:08.728963-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Initializing Game instance - STARTING
2025-07-06 21:09:08.728993-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [INIT] Calling Game::Initialize() on instance: 0x600003b04380
2025-07-06 21:09:08.729810-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] GetResourcePath called with: mainmenu/MainMenu.png
2025-07-06 21:09:08.729899-0500 0x56e97b   Default     0x0                  81994  0    FloppyTurd: [DEBUG] GetResourcePath: relativePath=mainmenu/MainMenu.png, directory=mainmenu, baseName=mainmenu/MainMenu
